"date","calculated_market_cap","expected_market_cap","sp500_market_cap_calc_ratio","available_data_prop"
"2025-12-31","65890092050472.00","58000000000000.00","1.136","1.000"
"2025-12-30","66361083656046.00","58429905777518.08","1.136","1.000"
"2025-12-29","66440402224464.00","58510396610912.28","1.136","1.000"
"2025-12-26","66658190727643.00","58715436418084.88","1.135","1.000"
"2025-12-24","66690245668575.00","58733313855817.70","1.135","1.000"
"2025-12-23","66489413221208.00","58544711124096.12","1.136","1.000"
"2025-12-22","66185645981708.00","58279515009860.49","1.136","1.006"
"2025-12-19","65572969904219.00","57906800087648.82","1.132","1.000"
"2025-12-18","64983898350663.00","57400639836388.88","1.132","1.000"
"2025-12-17","64426995616480.00","56948789715871.74","1.131","1.000"
"2025-12-16","65270544409613.00","57616694178657.52","1.133","1.000"
"2025-12-15","65430674669270.00","57754375867358.12","1.133","1.000"
"2025-12-12","65518185926654.00","57846728507778.84","1.133","1.000"
"2025-12-11","66208567409590.00","58470235921408.23","1.132","1.000"
"2025-12-10","66174653515962.00","58348906580965.60","1.134","1.000"
"2025-12-09","65729065979064.00","57957721130669.79","1.134","1.000"
"2025-12-08","65727443780182.00","58008557446497.70","1.133","1.000"
"2025-12-05","66056054740436.00","58210970710685.85","1.135","1.000"
"2025-12-04","65884033923513.00","58098452998320.06","1.134","1.000"
"2025-12-03","65829218565391.00","58035754875465.64","1.134","1.000"
"2025-12-02","65581250989463.00","57863335037615.95","1.133","1.000"
"2025-12-01","65417334961182.00","57721501716456.07","1.133","1.000"
"2025-11-28","65817812685041.00","58030417062303.70","1.134","1.000"
"2025-11-26","65459950489996.00","57721332262069.97","1.134","1.000"
"2025-11-25","65074936736421.00","57325402088963.55","1.135","1.000"
"2025-11-24","64450271858531.00","56810599664012.86","1.134","1.000"
"2025-11-21","63288831097102.00","55945280841428.68","1.131","1.000"
"2025-11-20","62593994467056.00","55401078080490.84","1.130","1.000"
"2025-11-19","63543298748222.00","56277157256591.92","1.129","1.000"
"2025-11-18","63207376816777.00","56066694909064.35","1.127","1.000"
"2025-11-17","63705770729152.00","56533457015557.66","1.127","1.000"
"2025-11-14","64156786904947.00","57056223796654.73","1.124","1.000"
"2025-11-13","64216816974377.00","57084861587904.46","1.125","1.000"
"2025-11-12","65350944111991.00","58045922138631.22","1.126","1.000"
"2025-11-11","65394728590228.00","58009404718428.16","1.127","1.000"
"2025-11-10","65249607996765.00","57889261558688.20","1.127","1.000"
"2025-11-07","64191305464737.00","57011233657147.03","1.126","1.000"
"2025-11-06","64188127798834.00","56939384997443.58","1.127","1.000"
"2025-11-05","64871677839982.00","57583057483018.04","1.127","1.000"
"2025-11-04","64559906777688.00","57373442407420.94","1.125","1.002"
"2025-11-03","65357603325380.00","58054818493901.11","1.126","1.002"
"2025-10-31","65216148541198.00","57955094587685.34","1.125","1.002"
"2025-10-30","64991275467088.00","57803771820904.25","1.124","1.000"
"2025-10-29","65553474055073.00","58382034913446.80","1.123","1.000"
"2025-10-28","65480715435149.00","58384576729238.19","1.122","1.000"
"2025-10-27","65388533396467.00","58251300854576.00","1.123","1.000"
"2025-10-24","64554410261166.00","57544082974216.64","1.122","1.000"
"2025-10-23","63987442848393.00","57092910671243.88","1.121","1.000"
"2025-10-22","63613557492365.00","56762135709590.24","1.121","1.000"
"2025-10-21","63914631840563.00","57066729968592.51","1.120","1.000"
"2025-10-20","64002418260306.00","57064865970345.48","1.122","1.000"
"2025-10-17","63349703726823.00","56462286173398.59","1.122","1.000"
"2025-10-16","63042763713089.00","56166249360894.02","1.122","1.000"
"2025-10-15","63419241435429.00","56522018844496.39","1.122","1.000"
"2025-10-14","63091194086678.00","56295373603096.93","1.121","1.000"
"2025-10-13","63149573632418.00","56383574611058.37","1.120","1.000"
"2025-10-10","62138726234771.00","55517577970929.81","1.119","1.000"
"2025-10-09","63834811055792.00","57064696515959.39","1.119","1.000"
"2025-10-08","64039350351961.00","57222373822218.98","1.119","1.000"
"2025-10-07","63699820856928.00","56890836315827.92","1.120","1.000"
"2025-10-06","63996491543898.00","57108500474764.45","1.121","1.000"
"2025-10-03","63705357849905.00","56901003578993.50","1.120","1.000"
"2025-10-02","63715307869807.00","56897275582499.46","1.120","1.000"
"2025-10-01","63679366679635.00","56862113797385.14","1.120","1.000"
"2025-09-30","63452849597565.00","56669444160397.34","1.120","1.000"
"2025-09-29","63231956386135.00","56438562559345.55","1.120","1.000"
"2025-09-26","63094553339260.00","56290205244321.09","1.121","1.000"
"2025-09-25","62741187852425.00","55959938645825.73","1.121","1.000"
"2025-09-24","63085514276705.00","56241656562705.43","1.122","1.000"
"2025-09-23","63320468010569.00","56402214593528.60","1.123","1.000"
"2025-09-22","63675560041787.00","56714264845518.95","1.123","1.000"
"2025-09-19","63092680126649.00","56465251625155.21","1.117","1.000"
"2025-09-18","62769398195355.00","56190735519684.47","1.117","1.000"
"2025-09-17","62467983364438.00","55922912862464.40","1.117","1.000"
"2025-09-16","62544166098119.00","55977222993207.22","1.117","1.000"
"2025-09-15","62605166764884.00","56049410561682.86","1.117","1.000"
"2025-09-12","62173274087902.00","55786840990431.67","1.114","1.000"
"2025-09-11","62209133446524.00","55813784237820.47","1.115","1.000"
"2025-09-10","61709301813504.00","55344141406763.57","1.115","1.000"
"2025-09-09","61461480084337.00","55179516470674.16","1.114","1.000"
"2025-09-08","61225181764039.00","55031582791614.93","1.113","1.000"
"2025-09-05","61109741000850.00","54915930173106.42","1.113","1.000"
"2025-09-04","61251140597781.00","55090298736396.17","1.112","1.000"
"2025-09-03","60735455715549.00","54634296983419.77","1.112","1.000"
"2025-09-02","60191369404250.00","54357069607771.53","1.107","1.000"
"2025-08-29","60606829948670.00","54735969615075.60","1.107","1.000"
"2025-08-28","60972731249546.00","55088434738149.15","1.107","1.000"
"2025-08-27","60643578531467.00","54915082901175.95","1.104","1.000"
"2025-08-26","60508068846093.00","54784094660726.02","1.104","1.000"
"2025-08-25","60287979563328.00","54558550872836.17","1.105","1.000"
"2025-08-22","60503149658058.00","54792313198451.54","1.104","1.000"
"2025-08-21","59555696903662.00","53972662332919.44","1.103","1.000"
"2025-08-20","59793164764630.00","54189648674311.59","1.103","1.000"
"2025-08-19","59960946929044.00","54321738368271.12","1.104","1.000"
"2025-08-18","60333523686208.00","54641837703600.91","1.104","1.000"
"2025-08-15","60349756678766.00","54647344971148.93","1.104","1.000"
"2025-08-14","60500904340602.00","54806123730918.12","1.104","1.000"
"2025-08-13","60464418398834.00","54789517201081.00","1.104","1.000"
"2025-08-12","60314250612698.00","54613115185158.14","1.104","1.000"
"2025-08-11","59638026331506.00","54000452852238.70","1.104","1.000"
"2025-08-08","59770532540813.00","54136016361113.14","1.104","1.000"
"2025-08-07","59268436465820.00","53717040391498.06","1.103","1.000"
"2025-08-06","59325387325056.00","53759912351179.61","1.104","1.000"
"2025-08-05","58878849210099.00","53371268716675.19","1.103","1.000"
"2025-08-04","59152033276285.00","53631804835293.26","1.103","1.000"
"2025-08-01","58261437207409.00","52852907749616.54","1.102","1.000"
"2025-07-31","59220001249436.00","53711872032722.23","1.103","1.000"
"2025-07-30","59462152913494.00","53911065663574.61","1.103","1.000"
"2025-07-29","59528423024947.00","53978508509239.65","1.103","1.000"
"2025-07-28","59662510837424.00","54138727631290.63","1.102","1.000"
"2025-07-25","59651572416047.00","54129153458476.38","1.102","1.000"
"2025-07-24","59403558195489.00","53914878387261.71","1.102","1.000"
"2025-07-23","59332556476419.00","53877259513549.05","1.101","1.000"
"2025-07-22","58856152922291.00","53459639179022.72","1.101","0.998"
"2025-07-21","58804880124934.00","53425578847418.02","1.101","0.998"
"2025-07-18","58721483514543.00","53350934190344.02","1.101","1.000"
"2025-07-17","58663124153162.00","53355763640347.67","1.099","0.998"
"2025-07-16","58385319918972.00","53070571908553.06","1.100","1.000"
"2025-07-15","58186672866592.00","52901625885618.30","1.100","1.000"
"2025-07-14","58413087707305.00","53111749324373.68","1.100","1.000"
"2025-07-11","58309826438172.00","53037104667299.69","1.099","1.000"
"2025-07-10","58461584402520.00","53212574684099.05","1.099","1.000"
"2025-07-09","58293356706861.00","53066843912059.02","1.098","1.000"
"2025-07-08","57879526920472.00","52747083485501.43","1.097","0.998"
"2025-07-07","57959521702313.00","52784871813600.17","1.098","0.998"
"2025-07-03","58436971037418.00","53203169965670.88","1.098","0.998"
"2025-07-02","57959937896450.00","52763181652180.27","1.098","0.998"
"2025-07-01","57672757077759.00","52513998977430.43","1.098","1.000"
"2025-06-30","57732752571021.00","52572799649404.72","1.098","1.000"
"2025-06-27","57479363607573.00","52302689357972.39","1.099","1.000"
"2025-06-26","57118770986980.00","52031138704258.28","1.098","1.000"
"2025-06-25","56653888528293.00","51617161639032.95","1.098","1.000"
"2025-06-24","56625582030309.00","51617331093419.04","1.097","1.000"
"2025-06-23","56001613297702.00","51049574172814.26","1.097","1.000"
"2025-06-20","55496376864057.00","50563833175078.52","1.098","1.000"
"2025-06-18","55710867819614.00","50674232707618.14","1.099","1.000"
"2025-06-17","55753213065982.00","50689907238331.76","1.100","1.000"
"2025-06-16","56223478911924.00","51116847564093.20","1.100","1.000"
"2025-06-13","55699570954338.00","50641189102330.00","1.100","1.000"
"2025-06-12","56297329808764.00","51219791103644.73","1.099","1.000"
"2025-06-11","56101842580534.00","51024749105251.62","1.100","1.000"
"2025-06-10","56278349419024.00","51165142064129.73","1.100","1.000"
"2025-06-09","55943554406760.00","50886135417427.51","1.099","1.000"
"2025-06-06","55859738431985.00","50839366006865.82","1.099","1.000"
"2025-06-05","55235544540477.00","50322021766123.73","1.098","1.000"
"2025-06-04","55529030348863.00","50588997151413.34","1.098","1.000"
"2025-06-03","55502916021280.00","50585269154919.29","1.097","1.000"
"2025-06-02","55249049039497.00","50293553429260.09","1.099","1.000"
"2025-05-30","55064628346778.00","50088089986122.27","1.099","1.000"
"2025-05-29","55058141057575.00","50092156891388.51","1.099","1.000"
"2025-05-28","54862414132722.00","49892031261412.61","1.100","1.000"
"2025-05-27","55161439508589.00","50171546271273.10","1.099","1.000"
"2025-05-23","54042012533443.00","49165665035424.73","1.099","1.000"
"2025-05-22","54414738238497.00","49497710904974.07","1.099","1.000"
"2025-05-21","54401355029409.00","49519739975166.16","1.099","1.000"
"2025-05-20","55198002373161.00","50331850120517.13","1.097","1.000"
"2025-05-19","55441033065524.00","50527908845226.80","1.097","1.000"
"2025-05-16","55466736368931.00","50483681250456.51","1.099","1.000"
"2025-05-15","55057312480397.00","50132487035278.66","1.098","1.000"
"2025-05-14","54874577540695.00","49926176320210.36","1.099","1.000"
"2025-05-13","54737585128468.00","49875085822803.30","1.097","1.000"
"2025-05-12","54344409181003.00","49516181433058.21","1.098","1.000"
"2025-05-09","52621239902823.00","47954828719596.81","1.097","1.000"
"2025-05-08","52682353643204.00","47988973778394.56","1.098","1.000"
"2025-05-07","52354671997318.00","47712254765904.61","1.097","1.000"
"2025-05-06","52298765600566.00","47505774596450.23","1.101","1.000"
"2025-05-05","52705997017795.00","47874083704623.48","1.101","1.000"
"2025-05-02","53027888116467.00","48181558688189.32","1.101","1.000"
"2025-05-01","52241941438986.00","47482305163976.34","1.100","1.000"
"2025-04-30","51899861201172.00","47185082170769.12","1.100","1.000"
"2025-04-29","51854208143730.00","47115351690891.83","1.101","1.000"
"2025-04-28","51570113746806.00","46843546855598.57","1.101","1.000"
"2025-04-25","51555983098285.00","46813553429260.10","1.101","1.000"
"2025-04-24","51178197581258.00","46470916660579.95","1.101","1.000"
"2025-04-23","50161459672853.00","45548152801110.22","1.101","1.000"
"2025-04-22","49326014472240.00","44801706230370.32","1.101","1.000"
"2025-04-21","48109995877538.00","43703980717259.52","1.101","1.000"
"2025-04-17","49280786907261.00","44758834270688.78","1.101","1.000"
"2025-04-16","49223266657011.00","44699525235556.20","1.101","1.000"
"2025-04-15","50347778488580.00","45724131181067.86","1.101","1.000"
"2025-04-14","50472001653920.00","45803266379373.31","1.102","1.000"
"2025-04-11","50063736100839.00","45442243809802.05","1.102","1.000"
"2025-04-10","49165177337308.00","44634708932875.62","1.102","1.000"
"2025-04-09","50920857462898.00","46234781973559.27","1.101","1.000"
"2025-04-08","46496923569913.00","42217611569644.30","1.101","1.000"
"2025-04-07","47232900651832.00","42891023299978.08","1.101","1.000"
"2025-04-04","47319965743592.00","42991255569352.14","1.101","1.000"
"2025-04-03","50270727764706.00","45723199181944.35","1.099","1.000"
"2025-04-02","52811313754044.00","48048536995106.28","1.099","1.000"
"2025-04-01","52461307179982.00","47727420933459.94","1.099","1.000"
"2025-03-31","52242962676650.00","47547629829815.21","1.099","1.000"
"2025-03-28","52016303672543.00","47285738076108.39","1.100","1.000"
"2025-03-27","53138759909854.00","48237817544372.22","1.102","1.000"
"2025-03-26","53339187733272.00","48397867212037.10","1.102","1.000"
"2025-03-25","53986822267698.00","48943933971221.97","1.103","1.000"
"2025-03-24","53872408149759.00","48867001679935.73","1.102","1.000"
"2025-03-21","52798880504646.00","48019645022277.41","1.100","1.000"
"2025-03-20","52739886496693.00","47980077423124.69","1.099","1.000"
"2025-03-19","52859663252851.00","48085139142502.38","1.099","1.000"
"2025-03-18","52275166096047.00","47571438171061.28","1.099","1.000"
"2025-03-17","52871571341099.00","48083698780220.59","1.100","1.000"
"2025-03-14","52552619754047.00","47777155795778.25","1.100","1.000"
"2025-03-13","51480884339183.00","46782289095025.94","1.100","1.000"
"2025-03-12","52234487268475.00","47441297202541.82","1.101","1.000"
"2025-03-11","51952486284001.00","47210585055876.12","1.100","1.000"
"2025-03-10","52360336553946.00","47570590899130.82","1.101","1.000"
"2025-03-07","53862339852296.00","48889284931706.96","1.102","1.000"
"2025-03-06","53578530696838.00","48620869184135.57","1.102","1.000"
"2025-03-05","54531299710112.00","49502963990942.96","1.102","1.000"
"2025-03-04","53921872155223.00","48956643050178.95","1.101","1.000"
"2025-03-03","54539545843771.00","49563035570812.95","1.100","1.000"
"2025-02-28","55504036765991.00","50450807099554.45","1.100","1.000"
"2025-02-27","54652159102684.00","49663437294573.08","1.100","1.000"
"2025-02-26","55538021436262.00","50464024541669.72","1.101","1.000"
"2025-02-25","55573012987565.00","50457161639032.95","1.101","1.000"
"2025-02-24","55865410029869.00","50694397779563.22","1.102","1.000"
"2025-02-21","56131027927615.00","50947562632386.24","1.102","1.000"
"2025-02-20","57136554295913.00","51832029800598.94","1.102","1.000"
"2025-02-19","57423908516987.00","52057658315681.84","1.103","1.000"
"2025-02-18","57276595554207.00","51934210795413.05","1.103","1.000"
"2025-02-14","57169834383550.00","51807543641808.49","1.104","1.000"
"2025-02-13","57179608519473.00","51811271638302.53","1.104","1.000"
"2025-02-12","56574491622559.00","51276643050178.95","1.103","1.000"
"2025-02-11","56743163152750.00","51416697100284.86","1.104","1.000"
"2025-02-10","56755985985386.00","51399243298517.27","1.104","1.000"
"2025-02-07","56379937870102.00","51056521802644.07","1.104","1.000"
"2025-02-06","56983232690714.00","51544380980205.98","1.106","1.000"
"2025-02-05","56773503296784.00","51357218610766.20","1.105","1.000"
"2025-02-04","56779106809968.00","51157262435176.40","1.110","1.000"
"2025-02-03","56318708441344.00","50790308962091.88","1.109","1.000"
"2025-01-31","56753924504782.00","51179715141333.72","1.109","1.000"
"2025-01-30","56983898908920.00","51439319260828.28","1.108","1.000"
"2025-01-29","56582198218213.00","51169378423782.05","1.106","1.000"
"2025-01-28","56817135140524.00","51409918924841.14","1.105","1.000"
"2025-01-27","56288207300601.00","50940360820977.28","1.105","1.000"
"2025-01-24","57178884809262.00","51694093930319.19","1.106","1.000"
"2025-01-23","57287063623514.00","51842112336571.47","1.105","1.000"
"2025-01-22","57004164327098.00","51568104594259.00","1.105","1.000"
"2025-01-21","56672953713917.00","51253512526477.25","1.106","1.000"
"2025-01-17","56165202820708.00","50808016945438.61","1.105","1.000"
"2025-01-16","55597764367979.00","50305415236286.62","1.105","1.000"
"2025-01-15","55737630016501.00","50411917317946.09","1.106","1.000"
"2025-01-14","54698586492418.00","49505336352348.26","1.105","1.000"
"2025-01-13","54668298598721.00","49448653860200.13","1.106","1.000"
"2025-01-10","54604988256078.00","49370874296983.42","1.106","1.000"
"2025-01-08","55437995413837.00","50143671024760.80","1.106","1.000"
"2025-01-07","55371817166399.00","50065552552771.89","1.106","1.000"
"2025-01-06","55983289322237.00","50627717478635.60","1.106","1.000"
"2025-01-03","55627041562912.00","50348880286319.48","1.105","1.000"
"2025-01-02","54936083594356.00","49722576875319.55","1.105","1.000"
"2024-12-31","55068273513968.00","49833400043824.41","1.105","1.000"
"2024-12-30","55267559231232.00","50047844569425.17","1.104","1.000"
"2024-12-27","55891535071288.00","50589251332992.48","1.105","1.000"
"2024-12-26","56527624710415.00","51154805346578.05","1.105","1.000"
"2024-12-24","56559396872330.00","51175563508874.45","1.105","1.000"
"2024-12-23","55937145171694.00","50616618216346.51","1.105","1.000"
"2024-12-20","55333473974070.00","50250427287999.42","1.101","0.998"
"2024-12-19","54748600287957.00","49710121977941.71","1.101","0.998"
"2024-12-18","54789818900646.00","49753163392009.35","1.101","0.998"
"2024-12-17","56492325390290.00","51265120151924.62","1.102","1.000"
"2024-12-16","56717572487349.00","51463974874004.82","1.102","1.000"
"2024-12-13","56416002694590.00","51269187057190.86","1.100","1.000"
"2024-12-12","56443885454309.00","51270542692279.60","1.101","1.000"
"2024-12-11","56786999523817.00","51549634066174.86","1.102","1.000"
"2024-12-10","56203274823368.00","51132098458841.58","1.099","1.000"
"2024-12-09","56223676174201.00","51284099043167.05","1.096","1.000"
"2024-12-06","56568675131229.00","51601148199547.16","1.096","1.000"
"2024-12-05","56382037018944.00","51472701774888.61","1.095","1.000"
"2024-12-04","56493616390070.00","51569121320575.56","1.095","1.000"
"2024-12-03","56137368857339.00","51258935066832.23","1.095","1.000"
"2024-12-02","56111981261032.00","51235804543130.52","1.095","1.000"
"2024-11-29","55950206528280.00","51110662479000.80","1.095","1.000"
"2024-11-27","55652207269043.00","50825640201592.29","1.095","1.000"
"2024-11-26","55859394921920.00","51019580746475.79","1.095","1.000"
"2024-11-25","55512369801744.00","50729305383098.38","1.094","0.998"
"2024-11-22","55319318140645.00","50576542254035.50","1.094","0.998"
"2024-11-21","55175596200272.00","50401750054780.52","1.095","1.000"
"2024-11-20","55009461933628.00","50134012124753.48","1.097","1.000"
"2024-11-19","55031196697762.00","50132910671243.88","1.098","1.000"
"2024-11-18","54780015550050.00","49934987948287.20","1.097","1.000"
"2024-11-15","54537084220151.00","49740115404280.19","1.096","1.000"
"2024-11-14","55265517510167.00","50405647505660.66","1.096","1.000"
"2024-11-13","55649734979209.00","50712444671682.13","1.097","1.000"
"2024-11-12","55666717986519.00","50700667591848.66","1.098","1.000"
"2024-11-11","55810484100665.00","50847753998977.44","1.098","1.000"
"2024-11-08","55716364418570.00","50798527499817.40","1.097","1.000"
"2024-11-07","55531723115182.00","50608399678621.00","1.097","1.000"
"2024-11-06","55085655960463.00","50235091666057.99","1.097","1.000"
"2024-11-05","53678695856139.00","48995702286173.40","1.096","1.000"
"2024-11-04","53046643690410.00","48402018844496.38","1.096","1.000"
"2024-11-01","53220780997988.00","48538514352494.34","1.096","1.000"
"2024-10-31","53001823562491.00","48340676356730.70","1.096","1.000"
"2024-10-30","54013442447301.00","49257594039880.22","1.097","1.002"
"2024-10-29","54105246599331.00","49420693886494.78","1.095","1.000"
"2024-10-28","53984484635605.00","49341050325031.05","1.094","1.000"
"2024-10-25","53835554377816.00","49210570447739.39","1.094","1.000"
"2024-10-24","53824438514383.00","49225312979329.48","1.093","1.000"
"2024-10-23","53696923154491.00","49119912351179.61","1.093","1.000"
"2024-10-22","54200449363252.00","49575575195383.83","1.093","1.000"
"2024-10-21","54210831870583.00","49599129355050.76","1.093","1.000"
"2024-10-18","54309713306943.00","49689702724417.50","1.093","1.000"
"2024-10-17","54103457866755.00","49493135636549.56","1.093","1.000"
"2024-10-16","54133516337019.00","49501608355854.21","1.094","1.000"
"2024-10-15","53893499844408.00","49271065663574.62","1.094","1.000"
"2024-10-14","54260248588960.00","49648864217369.08","1.093","1.000"
"2024-10-11","53852442456945.00","49269116938134.54","1.093","1.000"
"2024-10-10","53522816940697.00","48972741216857.80","1.093","1.000"
"2024-10-09","53632966062520.00","49074329121320.58","1.093","1.000"
"2024-10-08","53305058683429.00","48727710174567.23","1.094","1.000"
"2024-10-07","52800401701684.00","48260100796143.45","1.094","1.000"
"2024-10-04","53354202171538.00","48727201811408.95","1.095","1.000"
"2024-10-03","52875268061387.00","48293991673362.06","1.095","1.000"
"2024-10-02","52969233893048.00","48375329778686.73","1.095","1.000"
"2024-10-01","52988067822583.00","48368636330436.05","1.096","1.000"
"2024-09-30","53638909258549.57","48823875538675.04","1.099","1.000"
"2024-09-27","53475191929954.80","48617903732378.94","1.100","1.000"
"2024-09-26","53527347132035.78","48678907311372.44","1.100","1.000"
"2024-09-25","53308683477848.36","48483102768241.91","1.100","1.000"
"2024-09-24","53407571067196.66","48573506683222.56","1.100","1.000"
"2024-09-23","53305039059656.26","48451838434007.74","1.100","1.006"
"2024-09-20","52990563450635.85","48316105470747.21","1.097","1.000"
"2024-09-19","53058523223412.87","48410067927835.81","1.096","1.000"
"2024-09-18","52188918162198.77","47601939960558.03","1.096","1.000"
"2024-09-17","52322189654889.78","47740214739609.96","1.096","1.000"
"2024-09-16","52296640416554.52","47727590387846.03","1.096","1.000"
"2024-09-13","52217504687442.59","47667688262362.14","1.095","1.000"
"2024-09-12","51913808122434.15","47411303776203.35","1.095","1.000"
"2024-09-11","51489668403475.08","47058584471550.66","1.094","1.000"
"2024-09-10","50940189032173.55","46561998393104.96","1.094","1.000"
"2024-09-09","50704271780177.66","46354670951720.11","1.094","1.000"
"2024-09-06","50183338823468.23","45824024541669.71","1.095","1.000"
"2024-09-05","51111271040600.82","46628848148418.67","1.096","1.000"
"2024-09-04","51243463040393.99","46770003652034.18","1.096","1.000"
"2024-09-03","51333567107660.67","46845071945073.41","1.096","1.000"
"2024-08-30","52448420690975.00","47857307720400.26","1.096","1.000"
"2024-08-29","51926783646561.58","47379107442845.66","1.096","1.000"
"2024-08-28","51930604906233.72","47380971441092.70","1.096","1.000"
"2024-08-27","52249316175484.48","47665824264115.12","1.096","1.000"
"2024-08-26","52192128031276.11","47589908699145.43","1.097","1.000"
"2024-08-23","52338929453176.23","47740468921189.10","1.096","1.000"
"2024-08-22","51759337987035.18","47198469067270.48","1.097","1.000"
"2024-08-21","52222876495907.99","47623884303557.09","1.097","1.000"
"2024-08-20","52032303788765.80","47422826674457.67","1.097","1.000"
"2024-08-19","52111035288836.65","47517128040318.46","1.097","1.000"
"2024-08-16","51591973166321.86","47059601197867.21","1.096","1.000"
"2024-08-15","51471234540290.33","46966147103936.90","1.096","1.000"
"2024-08-14","50666555532523.68","46220463077934.41","1.096","1.000"
"2024-08-13","50532160234653.96","46044399970783.73","1.097","1.000"
"2024-08-12","49715855817240.25","45281516324592.80","1.098","1.000"
"2024-08-09","49735820228695.90","45279567599152.73","1.098","1.000"
"2024-08-08","49482079716897.62","45069020524432.12","1.098","1.000"
"2024-08-07","48385995260686.47","44053904024541.67","1.098","1.000"
"2024-08-06","48732451623647.61","44397303337959.24","1.098","1.000"
"2024-08-05","48275101796097.68","43942318311299.40","1.099","1.000"
"2024-08-02","49784545738792.07","45299902125483.90","1.099","1.000"
"2024-08-01","50739359003603.11","46148190782265.73","1.099","1.000"
"2024-07-31","51398260772487.87","46788897816083.56","1.099","1.000"
"2024-07-30","50624157173045.06","46061430136586.08","1.099","1.000"
"2024-07-29","50851944733315.01","46291040829742.16","1.099","1.000"
"2024-07-26","50817832594119.25","46253421956029.52","1.099","1.000"
"2024-07-25","50305168737040.52","45746075524066.91","1.100","1.000"
"2024-07-24","50629727018977.44","45982549119859.77","1.101","1.000"
"2024-07-23","51895859928323.39","47072225549631.14","1.102","1.000"
"2024-07-22","51961114384768.28","47145684026002.48","1.102","1.000"
"2024-07-19","51387710342324.67","46642319772113.07","1.102","1.000"
"2024-07-18","51733023843600.90","46977754729384.27","1.101","1.000"
"2024-07-17","52167270333169.31","47347843108611.50","1.102","1.000"
"2024-07-16","52907115986213.85","48016594843327.73","1.102","1.000"
"2024-07-15","52633451134786.39","47711746402746.34","1.103","1.000"
"2024-07-12","52469706373157.27","47577284347381.50","1.103","1.000"
"2024-07-11","52206608873087.53","47316239865605.14","1.103","1.000"
"2024-07-10","52728676484859.62","47734538017675.84","1.105","1.000"
"2024-07-09","52204712784632.62","47252186107661.97","1.105","1.000"
"2024-07-08","52162018883148.24","47217193776933.76","1.105","1.000"
"2024-07-05","52127588258255.08","47169238185669.41","1.105","1.000"
"2024-07-03","51778265785718.20","46913616244248.05","1.104","1.000"
"2024-07-02","51528274735280.84","46676295376524.73","1.104","1.000"
"2024-07-01","51185774061083.91","46388900737710.91","1.103","1.000"
"2024-06-28","51113425789718.68","46265114308669.93","1.105","1.000"
"2024-06-27","51370290251701.68","46454818493901.10","1.106","1.000"
"2024-06-26","51303582637702.18","46412709078956.98","1.105","1.000"
"2024-06-25","51217323449206.12","46339843692936.97","1.105","1.000"
"2024-06-24","51000926144337.53","46158273318238.26","1.105","1.006"
"2024-06-21","50943624012922.17","46300191366591.20","1.100","1.000"
"2024-06-20","50967901468346.20","46372633116645.98","1.099","1.000"
"2024-06-18","51071969952800.49","46490065006208.46","1.099","1.000"
"2024-06-17","50984071395470.46","46373141479804.25","1.099","1.000"
"2024-06-14","50599590903090.24","46020422175151.56","1.100","1.000"
"2024-06-13","50596892363352.57","46038553794463.52","1.099","1.000"
"2024-06-12","50520769267513.08","45930865532101.38","1.100","1.000"
"2024-06-11","50100732636415.59","45543577532685.70","1.100","1.000"
"2024-06-10","49951179235327.61","45420468921189.10","1.100","1.000"
"2024-06-07","49824869310889.37","45303545394784.90","1.100","1.000"
"2024-06-06","49903751849980.13","45354127529033.67","1.100","1.000"
"2024-06-05","49887245660765.41","45363193338689.65","1.100","1.000"
"2024-06-04","49319077112298.04","44832038565480.98","1.100","1.000"
"2024-06-03","49233581345857.88","44764765174202.03","1.100","1.000"
"2024-05-31","49164999291199.01","44714860857497.64","1.100","1.000"
"2024-05-30","48800835060077.20","44358752465123.07","1.100","1.000"
"2024-05-29","49125024980133.24","44625388941640.49","1.101","1.000"
"2024-05-28","49465843889344.05","44956587539259.36","1.100","1.000"
"2024-05-24","49439255063574.22","44945403549777.22","1.100","1.000"
"2024-05-23","49093363641427.62","44632929661821.64","1.100","1.000"
"2024-05-22","49483269518097.39","44964806076984.88","1.100","1.000"
"2024-05-21","49630219707335.95","45086813234971.88","1.101","1.000"
"2024-05-20","49498010395437.73","44974295522606.10","1.101","1.000"
"2024-05-17","49448306466687.76","44933118106785.48","1.100","1.000"
"2024-05-16","49366293312214.92","44880841428675.78","1.100","1.000"
"2024-05-15","49425995853342.42","44974464976992.18","1.099","1.000"
"2024-05-14","48864469013015.11","44453646921335.19","1.099","1.000"
"2024-05-13","48621177256265.24","44239626031699.66","1.099","1.000"
"2024-05-10","48625574119093.52","44250301658023.52","1.099","1.000"
"2024-05-09","48572497884221.49","44177436272003.51","1.099","1.000"
"2024-05-08","48335702398047.82","43953671755167.64","1.100","1.000"
"2024-05-07","48333120080692.43","43953925936746.76","1.100","0.994"
"2024-05-06","48224662832002.91","43894955810386.38","1.099","0.994"
"2024-05-03","47814837577490.98","43446325323205.02","1.101","0.996"
"2024-05-02","47257166237028.75","42907545102622.16","1.101","0.996"
"2024-05-01","46804968545629.97","42519409831276.02","1.101","0.996"
"2024-04-30","46940848532024.98","42665987875246.51","1.100","0.996"
"2024-04-29","47692627452962.74","43347872324884.96","1.100","0.996"
"2024-04-26","47604506610033.26","43210529544956.54","1.102","0.996"
